1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
3,35,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3
12,0,0,0,37,4,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,5,5,0,1,26,3
0,0,0,0,34,2,0,0,1,0,0,0,1,0,100,8,12,24,4,1,1,0,2,0,1,5,0,1,3,0,1,1
0,1,0,3,1,2,0,0,1,14,3,1,0,4,0,28,43,3,1,2,1,2,7,2,0,4,1,24,4,2,2,0
2,15,10,0,6,5,3,0,0,3,0,0,1,1,5,12,4,1,1,2,3,0,0,1,3,1,4,5,4,2,1,7
0,1,1,7,10,1,2,0,0,1,2,5,0,0,0,1,11,1,28,1,4,3,0,0,1,1,1,1,0,8,1,0
0,0,14,1,0,0,5,1,8,0,3,1,34,0,0,1,19,0,3,5,1,26,1,0,1,2,1,3,0,0,18,2
5,14,11,0,1,0,0,0,1,1,5,13,0,0,4,2,0,2,1,5,4,0,0,1,0,1,1,2,15,0,1,0
1,0,4,0,0,1,20,1,0,2,1,2,1,0,0,5,13,0,0,1,2,6,485,0,3,0,1,1,0,1,0,1
33,0,0,2,7,4,0,0,1,32,0,0,0,0,2,2,8,18,1,2,0,3,4,7,1,0,1,1,10,0,0,0
4,1,8,8,4,2,2,0,0,0,2,3,18,3,3,2,1,2,4,0,0,1,1,0,0,1,0,1,0,1,2,0
15,0,0,3,0,4,0,0,1,0,0,6,5,3,1,12,0,0,0,33,1,6,4,8,1,10,3,1,1,1,0,0
0,0,4,149,3,1,3,0,2,3,16,0,5,1,9,1,1,1,0,4,2,2,2,0,1,3,1,3,3,1,0,2
1,1,24,5,9,9,5,5,0,2,1,28,0,0,2,1,15,0,1,0,0,1,1,0,2,1,2,1,1,2,4,0
1,1,0,2,2,1,2,1,0,0,0,1,0,5,0,0,14,0,3,0,12,0,24,16,5,0,0,0,1,1,2,0
2,0,21,0,0,2,8,3,2,1,0,2,2,0,1,2,6,1,0,34,0,0,4,1,4,1,0,21,0,0,10,7
1,2,1,4,5,5,4,0,5,0,2,2,38,0,0,1,68,3,2,2,0,23,0,5,0,2,1,0,0,1,0,1
1,0,0,4,7,0,1,0,18,0,28,7,0,3,0,5,0,0,2,3,2,20,0,4,0,1,0,0,1,0,0,0
1,0,0,48,13,5,0,1,4,8,2,0,3,0,1,6,0,3,1,0,4,2,0,1,2,0,1,0,1,4,0,1
0,36,7,1,2,1,0,0,0,1,0,1,0,4,2,3,10,0,0,6,0,0,6,1,0,5,1,0,1,4,0,0
1,9,1,0,0,2,54,0,5,1,1,0,0,0,10,10,1,0,0,1,0,2,3,3,0,38,12,1,0,183,8,2
0,1,0,2,2,279,5,0,0,4,1,1,0,0,0,0,12,16,11,3,0,2,6,0,0,2,0,0,1,1,0,0
0,1,0,0,2,13,3,0,9,3,3,682,0,2,2,0,2,33,16,2,28,0,5,0,5,0,0,0,0,0,1,1
4,2,1,1,0,2,0,11,0,1,0,5,10,1,0,1,0,6,3,0,2,4,8,1,1,2,1,1,0,1,7,5
1,1,5,0,0,0,0,1,5,4,6,0,0,2,1,13,1,0,4,10,3,27,5,0,0,0,5,0,0,3,3,1
12,1,5,0,0,2,11,4,0,0,0,0,2,1,0,1,0,0,0,3,1,4,8,0,0,2,22,55,0,1,1,1
47,0,5,0,19,0,6,9,3,2,1,2,2,0,2,3,0,1,0,3,1,1,1,1,3,1,0,0,1,2,2,5
0,0,3,8,2,1,0,0,0,0,1,1,17,0,0,0,2,0,3,76,2,8,4,0,0,2,0,5,0,1,7,0
0,1,1,2,0,55,4,12,9,0,0,1,0,5,0,0,1,0,0,15,0,1,2,3,2,11,1,4,1,2,0,0
28,1,0,2,3,1,11,6,3,26,2460,0,1,1,13,0,0,5,6,0,11,17,1,0,1,0,3,0,1,1,0,5
0,2,0,0,5,0,5,9,1,1,1,0,1,0,5,5,1,0,0,0,10,13,1,5,40,0,2,1,1,0,4,0
1,0,0,1,1,0,1,1,4,1,3,15,2,0,0,0,0,18,1,2,0,4,1,3,1,1,4,1,0,3,1,4
3,0,1,0,0,4,14,2,4,3,2,0,1,1,0,0,1,43,1,0,0,0,0,48,0,1,1,5,1,3,0,53
0,0,2,1,2,8,2,0,1,9,0,3,2,4,4,0,2,2,0,1,3,1,1,0,0,2,2,0,0,0,1,1
15,0,6,0,0,5,1,8,19,1,13,0,2,3,4,1,0,3,0,0,1,0,1,0,2,0,0,0,0,0,1,0
4,1,0,10,0,2,0,0,0,0,9,0,5,1,0,0,298,2,6,22,2,0,4,0,3,11,1,1,0,1,2,3
5,1,0,6,8,6,4,4,3,24,15,0,1,1,33,1,0,0,5,0,1,1,1,0,0,48,6,0,2,1,0,2
1,4,0,1,8,2,2,8,0,9,3,6,1,16,0,0,1,1,3,0,0,1,1,1,0,0,1,7,3,4,0,2
37,1,1,0,4,10,0,1,0,2,10,0,2,2,2,0,14,9,3,2,0,3,2,0,2,0,6,13,0,1,3,6
6,25,0,1,8,17,2,0,7,0,0,0,0,1,0,8,0,0,0,1,1,2,0,0,0,1,1,1,1,0,3,0
5,58,4,4,10,1,4,10,0,4,0,0,0,8,0,2,1,3,1,15,0,0,1,0,1,1,1,1,2,5,0,4
4,1,17,0,6,3,2,0,3,3,0,1,2,4,2,0,2,13,0,0,0,0,0,3,6,0,1,6,1,1,1,15
1,16,0,1,1,0,1,5,0,0,15,2,5,3,3,2,0,1,4,0,0,3,5,2,1,22,1,7,2,1,2,0
0,2,5,1,7,0,2,42,33,6,0,0,11,4,0,0,0,2,2,9,1,9,0,1,1,0,1,2,1,2,2,0
3,0,22,2,0,3,1,1,2,1,0,5,6,0,3,0,3,0,0,2,12,2,1,5,1,1,1,0,0,1,2,17
0,26,4,2,4,2,0,0,0,0,1,2,11,1,0,0,1,4,1,9,0,0,0,1,1,2,0,2,4,2,1,1
0,1,0,0,2,0,0,1,2,1,2,6,0,3,1,0,1,0,0,1,2,0,1,1,2,1,0,1,2,0,0,3
1,0,3,2,28,0,25,2,0,1,2,0,1,1,2,3,0,0,0,7,1,1,1,0,0,1,1,1,4,4,0,16
0,0,1,0,1,0,0,60,1,1,0,0,0,2,4,0,1,0,26,4,1,0,3,2,1,1,3,0,0,1,1,8
0,4,1,16,19,0,0,2,0,0,13,0,1,0,0,1,0,3,5,0,0,1,4,0,0,5,1,0,0,0,1,0
3,32,0,10,0,0,0,2,1,1,0,1,0,0,1,1,6,5,1,1,0,1,2,10,0,1,1,2,1,1,0,2
2,3,1,4,5,26,19,4,7,2,104,1,5,0,1,1,1,3,6,3,1,0,0,16,19,1,3,0,2,1,0,1
6,17,2,0,0,0,8,0,79,2,1,3,2,7,0,1,1,1,0,2,0,4,3,0,0,1,0,5,1,1,0,20
0,0,0,9,1,15,6,5,4,3,5,2,2,1,0,0,3,2,0,0,1,4,1,7,1,1,2,3,17,0,1,0
0,0,0,6,7,0,17,3,63,0,1,0,0,6,1,0,9,3,0,1,1,3,4,1,0,2,1,0,2,0,0,0
3,3,2,13,0,6,0,0,0,3,0,0,2,0,1,0,0,4,2,0,0,2,0,0,0,17,0,1,0,0,0,1
0,0,3,7,1,0,1,3,0,3,0,0,1,2,18,1,50,3,12,51,13,2,4,0,0,13,1,0,0,1,2,6
0,0,0,0,3,4,0,1,0,0,1,0,2,1,1,0,1,2,4,35,5,17,5,4,0,1,1,1,4,3,2,1
0,28,2,0,2,0,19,20,0,0,2,0,43,0,0,0,0,2,0,1,1,0,0,12,2,0,0,3,0,2,4,1
3,2,1,0,0,3,0,4,0,0,1,1,7,7,3,0,0,0,4,1,3,1,0,2,8,0,6,0,0,0,1,0
1,6,1,1,4,0,0,5,20,3,11,1,1,1,12,0,13,0,1,0,1,5,1,3,0,0,0,0,2,0,1,5
0,16,2,2,2,1,8,0,1,0,5,1,0,34,241,0,0,1,5,44,2,1,0,0,31,2,3,1,2,2,2,7
5,0,1,0,0,0,2,2,3,0,3,0,1,9,0,0,7,3,1,4,1,3,0,1,1,1,1,0,0,1,1,0
3,24,2,2,0,1,4,0,7,0,0,9,22,0,9,1,5,1,1,2,6,2,3,1,0,2,1,0,0,0,1,0
3,0,1,0,0,5,13,1,4,0,12,1,2,1,1,0,0,3,6,0,12,1,1,0,1,2,0,0,0,1,1,1
2,3,12,1,2,0,0,74,2,4,0,3,2,0,7,10,0,76,0,8,1,1,4,3,1,0,0,0,5,0,1,8
0,12,0,1,111,0,4,1,4,1,4,1,1,6,2,0,2,5,0,84,4,0,2,1,0,1,1,3,1,0,1,10
0,0,0,1,0,0,7,6,9,16,4,8,0,0,8,2,0,1,1,2,7,4,2,0,0,0,2,3,0,0,0,58
4,4,1,0,25,3,7,14,1,0,13,3,1,0,0,2,0,1,1,2,1,5,3,1,1,2,1,0,1,1,1,0
1,0,0,2,17,2,2,0,1,13,0,0,4,0,1,0,0,5,5,1,1,0,3,0,3,3,1,3,2,1,1,1
1,14,1,6,0,0,0,1,2,0,3,3,9,0,6,0,6,3,6,2,25,2,0,0,0,2,8,5,1,3,1,3
0,1,0,0,3,0,4,197,21,2,1,0,2,4,1,0,1,253,1,2,2,13,0,3,5,34,2,0,1,1,0,0
2,0,3,0,12,0,5,0,1,0,4,0,0,1,0,0,1,1,3,0,2,1,0,0,1,0,1,1,2,3,0,3
1,15,0,0,0,0,0,0,1,9,0,1,0,3,9,1,1,92,0,104,4,3,1,0,2,13,5,0,0,3,0,0
1,2,0,10,0,2,2,3,7,0,1,0,0,2,5,0,0,2,11,12,0,0,1,0,2,1,0,2,2,1,3,2
1,1,1,7,2,1,0,1,56,7,6,2,2,12,1,3,1,7,0,7,1,0,1,3,0,1,7,2,0,0,1,0
1,0,4,0,1,0,1,2,0,0,0,9,0,0,4,1,0,5,0,20,0,2,9,0,2,1,0,1,4,17,1,0
0,12,8,1,1,2,0,0,1,0,9,30,0,0,7,3,0,4,4,18,13,2,0,1,1,0,0,0,1,1,0,0
0,4,0,0,1,8,10,1,0,13,0,3,1,0,7,0,7,3,7,2,3,0,1,4,0,10,1,0,9,0,1,1
0,40,0,3,0,0,0,2,20,1,7,8,3,1,0,0,0,0,1,0,1,4,1,1,0,1,0,6,2,1,1,1
9,0,0,0,3,0,1,4,6,0,0,1,28,97,161,2,0,1,2,8,237,1,1,3,0,0,0,5,0,1,1,4
1,37,9,6,0,4,3,0,2,0,6,3,2,1,0,0,0,0,3,1,0,1,3,1,4,1,0,3,3,2,1,1
0,0,0,0,3,1,2,0,3,3,0,1,0,5,4,0,7,5,0,1,1,153,3,4,0,11,0,0,0,0,1,1
0,0,1,1,2,6,0,1,32,19,0,1,17,1,0,1,1,1,0,0,1,1,8,0,0,1,2,0,2,1,0,0
68,12,7,2,20,3,2,0,0,2,4,0,0,1,3,0,0,7,1,7,0,1,0,0,1,0,2,1,3,2,0,6
0,5,12,9,4,6,1,7,6,1,3,0,92,2,0,0,1,0,0,1,0,2,1,2,0,1,8,2,1,1,1,0
5,10,8,2,2,0,0,12,3,12,1,1,0,28,1,58,3,2,2,4,2,1,0,3,0,2,0,5,3,4,0,0
0,0,2,7,0,0,0,10,1,0,6,3,1,1,3,0,1,0,2,0,19,17,2,1,0,4,1,1,0,0,1,5
0,1,5,10,0,11,0,1,0,0,0,0,13,3,6,0,1,0,0,4,0,2,2,3,1,0,1,0,3,1,0,0
0,0,0,0,10,2,4,14,2,0,2,2,0,0,0,7,86,0,1,0,2,1,3,10,0,1,0,1,2,4,1,4
6,3,0,6,0,1,0,1,0,0,1,0,38,0,0,0,1,2,4,1,12,2,3,8,8,2,2,3,2,2,1,16
3,2,0,4,1,18,2,4,1,7,2,1,0,6,0,0,17,1,0,6,3,66,0,2,0,0,1,1,0,1,3,1
0,0,38,6,1,6,0,5,3,0,3,1,7,2,44,2,2,10,2,0,0,0,1,0,1,0,0,0,0,2,2,0
0,0,1,1,2,0,1,0,16,1,1,0,1,3,0,0,3,2,0,0,2,1,2,0,1,9,1,1,2,0,2,3
0,0,7,3,0,0,1,7,0,0,0,2,1,0,2,5,2,2,18,0,1,0,0,11,2,2,2,0,1,19,2,0
3,4,3,0,1,7,0,3,4,0,1,0,1,3,1,278,0,0,0,11,28,12,0,2,4,1,5,3,5,1,1,0
0,8,0,1,0,15,1,6,5,0,0,0,0,5,5,1,4,1,1,10,4,10,3,0,0,6,0,0,0,1,0,0
1,2,25,11,0,0,0,3,0,0,0,2,7,0,0,115,1,14,1,0,0,1023,5,2,0,9,2,1,2,0,1,0
0,12,0,0,4,6,0,0,0,7,1,1,2,6,6,19,8,1,0,7,0,0,2,1,4,1,0,10,0,1,1,0
0,0,49,0,1,2,6,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,3,1,3,0,2,0,5
0,2,6,0,77,1,5,0,4,1,0,0,13,3,0,0,1,2,0,0,0,32,1,9,2,0,1,3,3,2,0,2
6,0,1,2,2,0,0,0,5,0,1,1,0,1,28,2,1,0,0,0,3,1,0,0,2,0,0,0,0,1,2,1
3,0,1,1,2,2,0,1,11,1,3,3,0,0,0,6,3,2,0,1,1,48,2,0,1,2,2,3,0,1,0,2
48,0,2,2,4,4,0,0,0,1,2,3,9,0,2,2,0,0,0,0,0,2,2,0,8,0,2,0,0,1,0,0
1,18,70,8,7,2,0,2,0,2,0,1,6,1,2,1,2,1,2,7,0,0,0,0,0,0,2,6,1,1,0,5
1,0,60,0,0,0,2,5,0,0,1,3,1,2,2,7,1,7,1,2,1,2,1,6,1,1,1,9,3,20,3,0
1,1,0,41,3,9,0,24,3,1,8,0,0,0,5,0,0,4,0,1,2,4,5,0,0,0,1,8,0,1,2,0
0,1,3,18,1,153,4,2,0,0,65,11,0,0,5,9,0,2,3,0,0,3,1,2,0,2,0,0,0,2,3,19
0,96,0,0,1,0,2,1,1,3,8,3,7,0,2,7,3,5,0,0,8,1,3,1,1,2,11,0,2,0,1,1
10,2,0,0,3,0,0,0,2,1,13,1,0,0,0,17,14,0,8,9,2,0,2,1,0,2,0,3,0,1,0,1
12,1,3,6,0,55,1,1,2,38,2,0,1,1,1,0,2,0,1,1,0,1,1,6,0,1,0,0,0,2,0,4
25,12,2,1,1,45,1,1,0,42,1,8,17,13,13,0,0,13,0,0,0,2,0,2,3,1,4,0,3,0,1,0
1,0,4,0,0,1,5,2,2,0,3,2,0,12,1,0,2,0,13,0,0,1,3,0,1,2,1,1,9,1,0,2
8,2,0,0,1,0,2,1,0,0,2,1,1,0,2,2,0,0,0,9,0,1,0,0,0,3,2,1,0,1,1,1
1,0,0,0,2,1,0,8,2,90,0,0,0,29,35,4,7,3,0,20,2,7,4,0,1,0,3,0,1,2,1,0
3,0,2,24,3,0,0,3,4,1,11,0,1,4,0,1,0,5,1,48,1,1,3,0,2,0,0,0,3,0,0,2
4,0,12,0,0,3,3,334,2,8,0,6,11,8,0,2,1,0,1,2,2,0,3,1,1,3,0,6,3,1,0,0
0,0,0,9,50,1,0,0,1,0,30,1,1,5,1,32,21,4,10,1,1,0,0,0,1,1,2,1,3,1,1,1
7,4,87,0,0,0,1,4,7,14,1,0,10,0,0,1,1,1,1,0,0,0,0,1,38,0,1,1,1,1,0,5
21,2,4,3,15,1,2,2,1,0,0,0,6,0,5,4,0,6,3,1,1,1,1,3,0,10,0,1,4,0,0,1
2,0,9,0,0,15,1,3,3,0,0,5,0,0,0,0,0,2,1,6,39,2,0,0,5,1,1,0,2,2,0,5
0,1,0,0,16,0,3,6,0,2,2,1,1,11,10,32,3,1,1,1,1,10,1,0,0,0,1,3,30,0,0,1
5,0,24,27,0,0,2,15,3,21,0,5,6,0,2,2,0,0,1,1,10,4,0,3,1,1,0,0,1,2,4,4
0,0,0,2,0,30,1,0,0,1,2,6,2,0,1,7,1,4,3,0,2,1,2,0,5,0,11,1,1,2,0,1
2,4,81,1,16,0,4,0,0,1,2,0,0,3,90,0,1,3,5,1,7,0,3,0,1,4,85,2,0,6,0,1
6,10,0,0,0,0,4,1,4,1,3,1,1,34,0,6,8,4,6,4,0,0,0,1,5,1,3,2,0,1,1,0
4,0,5,5,6,0,2,80,0,2,1,1,3,0,1,14,1,3,1,0,0,1,1,0,1,0,1,0,1,1,0,0
7,4,0,0,4,1,3,0,1,5,0,1,7,1,0,0,2,0,55,3,0,3,2,0,9,3,1,7,2,1,4,0
8,0,1,4,0,1,0,4,1,2,3,1,6,0,0,0,2,3,7,10,113,1,0,5,3,3,0,0,1,4,2,16
0,3,2,1,1,4,1,0,1,0,0,2,0,13,7,1,1,1,230,2,0,2,1,3,2,0,222,2,0,1,0,8
0,3,4,1,4,0,0,1,0,1,5,3,7,2,0,9,2,5,0,11,1,1,0,1,0,0,1,0,2,0,2,2
2,8,0,0,0,0,4,0,0,4,2,1,0,1,0,0,1,0,1,1,5,0,1,4,0,4,0,7,2,1,1,0
1,1,1,1,0,1,1,1,13,4,1,0,17,6,19,3,3,1,0,0,2,0,0,2,0,2,2,0,3,1,0,2
0,0,4,5,9,0,2,3,0,9,0,1,0,0,0,1,1,2,32,0,0,1,0,4,8,0,3,1,0,1,3,55
0,6,0,1,9,0,0,4,4,0,0,8,1,1,0,2,1,1,1,3,0,132,0,0,0,1,0,1,5,0,0,3
2,2,1,0,7,7,1,0,2,0,3,0,0,1,0,0,5,0,2,1,0,1,0,1,1,1,0,6,0,1,0,0
0,1,0,0,6,16,0,28,4,489,2,0,0,0,6,0,4,2,0,1,1,0,0,3,0,0,2,1,0,0,0,0
2,0,0,24,14,0,9,0,0,12,4,4,0,2,0,2,95,13,6,0,10,1,1,0,4,0,0,1,0,1,1,0
29,1,6,9,5,5,0,44,1,0,6,0,0,0,30,0,2,0,48,1,0,0,1,7,2,1,0,0,0,0,1,2
1,74,0,0,0,12,7,1,0,1,0,6,2,2,1,0,234,0,2,2,0,0,0,77,35,0,0,0,5,0,0,0
18,0,7,16,3,1,0,14,0,1,0,1,0,2,5,0,0,0,0,13,2,2,0,1,0,0,3,1,0,1,2,0
0,1,1,0,1,0,1,100,14,0,3,1,2,0,0,0,2,1,0,0,0,1,1,1,1,5,1,0,7,4,3,18
0,2,0,63,0,0,48,0,5,0,0,4,2,2,3,6,0,0,0,2,2,0,7,2,0,1,25,1,0,2,0,3
3,0,0,0,0,0,3,0,1,32,0,0,0,4,1,7,16,2,2,1,0,3,4,17,1,8,0,3,1,3,0,0
1,151,0,0,3,42,3,0,0,7,1,1,1,2437,0,0,0,8,6,0,0,3,0,0,0,9,0,0,0,1,0,2
2,0,0,0,0,0,4,17,0,1,1,2,5,3,0,0,0,0,1,8,0,0,3,3,8,2,2,0,0,0,1,12
3,7,0,0,0,0,1,9,0,3,2,0,5,2,13,0,18,65,27,3,1,0,1,4,0,0,0,1,0,1,2,2
